ID;Nome Completo;Idade;CPF;Sexo;Estado Civil;E-mail;Telefone;Cidade;Estado;Marca;Modelo;Ano_fabricacao;Cor;Valor_venda;Data_venda;Forma_pagamento
516;Ana Cecília Sá;57;640.537.981-75;Feminino;Viúvo;kevin80@example.com;+55 11 4045 4010;das Neves da Mata;SP;Peugeot;208;2013;Verde;86334.85;2020-12-19;À vista
517;Sabrina Carvalho;18;815.670.342-17;Feminino;Viúvo;cecilia58@example.net;+55 (071) 2541-3940;Duarte;PA;Peugeot;3008;2023;Branco;159225.77;2024-03-25;À vista
518;Eloá Correia;63;380.416.725-07;Feminino;Casado;cirinomaria-cecilia@example.com;81 3830-7193;Ferreira;DF;Ford;Ka Sedan;2021;Cinza;182501.71;2023-01-04;Consórcio
519;Hadassa Abreu;54;398.420.156-70;Feminino;Viúvo;qmendonca@example.org;(061) 4602-8376;Jesus;AC;Honda;CR-V;2018;Branco;175690.4;2024-04-04;Consórcio
520;Dante Teixeira;49;934.528.670-56;Masculino;Divorciado;ana-laura45@example.com;+55 (051) 6585-0957;Brito;DF;Toyota;Yaris;2020;Cinza;64019.88;2025-01-26;Financiamento
521;Daniel Mendonça;61;471.025.936-43;Masculino;Divorciado;aparecidajoana@example.net;(081) 9051-1882;Guerra Paulista;RO;Citroen;C3;2013;Prata;54856.8;2022-11-09;Consórcio
522;Clarice Brito;54;492.561.780-01;Feminino;Divorciado;gvasconcelos@example.net;51 5396 3647;Andrade;PE;Honda;HR-V;2021;Branco;48309.93;2021-08-11;À vista
523;Emanuel Silva;26;431.805.769-01;Masculino;Divorciado;araujolaura@example.com;+55 11 8791 0594;Guerra de Goiás;SP;Toyota;Etios;2016;Cinza;170417.17;2017-12-31;Leasing
524;Anna Liz Rocha;30;754.680.923-10;Feminino;Casado;ocosta@example.org;(031) 6848 5405;Moraes do Amparo;TO;Citroen;C3;2021;Branco;210193.29;2018-09-11;Financiamento
525;Rebeca da Rocha;63;269.785.104-67;Feminino;Viúvo;otavioribeiro@example.net;(061) 6008 7355;Sousa de Farias;AM;Ford;Ka Sedan;2019;Branco;145403.13;2019-10-15;Consórcio
526;Noah Barros;60;710.645.938-01;Masculino;Solteiro;wda-luz@example.net;0300-043-0808;Pacheco;RS;Hyundai;HB20S;2017;Verde;98934.34;2019-04-28;Financiamento
527;Nicolas Ferreira;26;276.150.349-06;Masculino;Divorciado;aurora15@example.com;+55 21 0223-9700;Gonçalves;MS;Citroen;C4 Grand Picasso;2013;Branco;220134.19;2019-01-03;Consórcio
528;Luna da Luz;51;058.192.637-40;Feminino;Viúvo;da-rosaclara@example.org;+55 (031) 5643-8071;Rodrigues;SP;Toyota;Corolla;2013;Prata;133233.57;2018-09-13;À vista
529;Mariah Farias;18;297.830.516-95;Feminino;Viúvo;fmoraes@example.org;(011) 8772-8998;Machado do Campo;PR;Volskwagen;Polo;2023;Prata;77588.63;2024-09-04;Financiamento
530;Agatha Freitas;33;214.867.309-22;Feminino;Solteiro;joao-vitor88@example.net;+55 (084) 5423-1973;Abreu;RO;Toyota;Yaris;2017;Branco;144662.19;2023-10-25;Consórcio
531;Maria Helena Rodrigues;48;734.219.605-34;Feminino;Divorciado;nda-conceicao@example.net;(021) 8609 0007;Lima;RR;Volskwagen;Up;2022;Cinza;176981.56;2020-08-18;Consórcio
532;Isaac Monteiro;62;534.167.092-25;Masculino;Divorciado;ryansilva@example.net;51 3002 4749;da Paz;TO;Ford;Territory;2020;Branco;137538.94;2024-02-29;Financiamento
533;Maria Júlia Rezende;49;736.289.541-00;Feminino;Casado;srezende@example.net;+55 51 7939 3369;Viana do Norte;PA;Honda;Fit;2017;Branco;52051.51;2024-03-01;Financiamento
534;Marcela Leão;62;401.958.762-02;Feminino;Divorciado;jose98@example.net;(031) 7183-8583;Pinto de Gonçalves;PR;Toyota;Camry;2018;Cinza;167111.69;2025-02-28;Financiamento
535;Maysa Pinto;20;359.271.860-68;Feminino;Solteiro;caldeirajuliana@example.com;41 6119-3531;Rocha da Serra;RO;Peugeot;308;2015;Prata;76950.76;2025-03-23;Consórcio
536;Maria Vitória Guerra;43;673.840.291-04;Feminino;Divorciado;yferreira@example.com;+55 61 5836 6313;Castro;SC;Peugeot;308;2017;Branco;69354.84;2021-09-10;À vista
537;Enzo Cassiano;43;248.175.936-28;Masculino;Casado;maria-luisa85@example.com;+55 61 9868 1205;Leão;SC;Volskwagen;Polo;2013;Vermelho;189590.89;2017-07-28;Financiamento
538;Gabriela Jesus;49;096.314.827-31;Feminino;Viúvo;dantesousa@example.com;(031) 7482-0763;da Rosa;GO;Honda;HR-V;2013;Cinza;102351.59;2019-04-16;À vista
539;Vitória Jesus;67;491.873.062-04;Feminino;Divorciado;liviaazevedo@example.com;+55 (011) 3681-9242;Brito;SE;Peugeot;208;2017;Azul;245522.4;2019-09-12;Consórcio
540;Allana Carvalho;40;921.708.536-77;Feminino;Divorciado;thiago42@example.net;71 9645 3748;Santos dos Dourados;RS;Ford;Ka Sedan;2018;Azul;193990.59;2020-04-24;Consórcio
541;Daniel Souza;33;510.492.768-76;Masculino;Viúvo;araujoantony@example.net;21 5553-7605;Siqueira;MS;Jeep;Cherokee;2019;Prata;34655.86;2019-10-02;À vista
542;Maria Júlia Rodrigues;67;487.562.190-67;Feminino;Solteiro;cardosomarina@example.com;0800-414-5717;Andrade;CE;Citroen;C3;2022;Vermelho;223986.21;2022-04-12;Financiamento
543;Maria Alice Sampaio;22;396.518.240-42;Feminino;Solteiro;marianapacheco@example.com;+55 81 8977 6723;Rios;PI;Toyota;Corolla;2019;Prata;225002.14;2021-07-28;Financiamento
544;Hadassa da Costa;67;246.983.150-42;Feminino;Casado;diasmanuella@example.com;(031) 8971 1109;Dias;AM;Toyota;Etios;2013;Vermelho;134243.78;2017-12-29;Financiamento
545;Rafaela Castro;53;304.597.618-20;Feminino;Viúvo;limaluiz-felipe@example.org;11 7868 1175;Rios;TO;Toyota;Hilux;2013;Azul;219550.78;2019-10-14;À vista
546;Caroline Siqueira;26;154.670.893-66;Feminino;Viúvo;xgoncalves@example.net;(031) 1061 0017;Freitas;AC;Toyota;Corolla;2023;Verde;130151.81;2019-09-20;Financiamento
547;Esther Gomes;66;285.170.963-12;Feminino;Viúvo;leaoenrico@example.org;(071) 2303-4743;da Costa;PI;Volskwagen;T-Cross;2019;Preto;67863.21;2022-12-12;Financiamento
548;Arthur Miguel da Rosa;32;913.620.874-40;Masculino;Casado;gabriela68@example.net;0900-809-3891;Barbosa das Flores;MT;Honda;City;2015;Cinza;161123.33;2021-11-17;Consórcio
549;Maria Vitória Rocha;29;452.637.089-47;Feminino;Viúvo;gabriellylima@example.com;+55 (021) 3692-3960;da Cunha;GO;Honda;Fit;2019;Vermelho;122347.29;2025-04-01;À vista
550;Matteo Martins;27;382.657.109-68;Masculino;Solteiro;borgesmatteo@example.net;(051) 2427 2812;da Rosa;SP;Peugeot;2008;2022;Branco;77815.47;2018-03-15;Consórcio
551;Clara Caldeira;45;571.984.362-00;Feminino;Divorciado;thomas10@example.com;(031) 6874-7924;Vargas Verde;PE;Toyota;Hilux;2016;Preto;114966.98;2017-09-07;Consórcio
552;Ester da Mota;63;823.105.674-26;Feminino;Solteiro;imoraes@example.org;11 2616 1991;Aragão do Norte;RS;Ford;Ranger;2022;Prata;231101.42;2018-08-03;À vista
553;Elisa da Costa;56;207.654.831-90;Feminino;Divorciado;melorafael@example.net;81 4298 9652;Marques;GO;Honda;Fit;2019;Branco;157269.46;2018-08-11;Consórcio
554;Heloisa Marques;34;291.347.608-22;Feminino;Solteiro;joao-miguelsouza@example.com;+55 81 2287 4749;Barbosa;MS;Ford;Territory;2017;Vermelho;56470.3;2023-08-20;À vista
555;Mathias Câmara;34;965.780.312-86;Masculino;Casado;kmartins@example.org;(084) 9433 6101;da Rocha do Campo;MS;Peugeot;308;2021;Cinza;42841.4;2023-11-08;Financiamento
556;Anthony Gabriel Teixeira;45;207.681.359-40;Masculino;Casado;jcarvalho@example.com;+55 (051) 3997-9537;Rezende do Campo;RO;Fiat;Fastback;2014;Prata;165438.59;2019-08-28;Consórcio
557;Gustavo Henrique Pastor;56;721.853.946-73;Masculino;Divorciado;ucampos@example.com;+55 (061) 5944 2077;Mendes das Flores;DF;Ford;Ka;2019;Cinza;154816.75;2019-12-20;À vista
558;Valentim Nogueira;57;397.264.580-56;Masculino;Divorciado;ana-julia82@example.com;+55 (071) 4246-1647;Viana;CE;Jeep;Compass;2015;Branco;229979.91;2018-03-15;Consórcio
559;Ana Lívia Correia;19;824.610.957-01;Feminino;Divorciado;ana-liviaaragao@example.net;+55 (031) 6526-7679;Moraes dos Dourados;RO;Citroen;C4 Grand Picasso;2014;Azul;68139.0;2018-05-18;À vista
560;Aurora da Cunha;64;310.579.624-06;Feminino;Casado;rochalunna@example.net;(031) 0423 3863;Nascimento de Martins;RR;Peugeot;Partner;2017;Branco;128639.17;2021-09-03;Financiamento
561;Nina Moura;67;730.629.845-38;Feminino;Solteiro;qnovais@example.com;0800-592-0999;Camargo;RO;Fiat;Cronos;2014;Preto;230787.63;2019-08-06;Financiamento
562;Kamilly Sá;61;517.490.826-67;Feminino;Divorciado;fogacamaria-cecilia@example.org;+55 (061) 6877 9099;Nascimento;PA;Fiat;Argo;2016;Prata;161106.18;2022-12-08;Consórcio
563;Bella Araújo;22;408.732.159-23;Feminino;Divorciado;agathateixeira@example.org;+55 (081) 8857 6500;Cirino;RN;Fiat;500e;2013;Verde;187711.59;2020-04-19;À vista
564;Marcos Vinicius da Mata;50;174.268.590-02;Masculino;Casado;leosantos@example.com;+55 (051) 3605 6784;Almeida do Amparo;MA;Toyota;Corolla Cross;2022;Vermelho;193055.57;2025-02-09;À vista
565;Bryan Machado;37;321.078.469-87;Masculino;Viúvo;vcunha@example.org;41 5830 3029;Peixoto da Prata;PA;Honda;Civic;2020;Cinza;40791.59;2022-12-22;Consórcio
566;Valentina Duarte;39;837.426.051-35;Feminino;Solteiro;das-nevesalana@example.com;0800-772-0147;Oliveira de Minas;SC;Peugeot;Partner;2020;Verde;51831.97;2019-09-21;Consórcio
567;João Lucas da Mata;21;604.371.289-03;Masculino;Viúvo;augustoabreu@example.org;61 4908-1358;Vieira da Serra;MT;Honda;CR-V;2016;Branco;227908.62;2018-01-21;Consórcio
568;Liam Azevedo;34;963.485.207-65;Masculino;Divorciado;joao-lucas56@example.com;+55 21 3764 4583;Aparecida;RS;Peugeot;2008;2017;Vermelho;165846.89;2019-05-21;À vista
569;Rodrigo Nascimento;27;725.698.431-64;Masculino;Divorciado;benjamimabreu@example.net;(011) 8827-7719;Martins da Mata;RO;Ford;Ecosport;2014;Prata;150811.32;2022-06-26;Financiamento
570;Joana Sampaio;25;693.281.574-55;Feminino;Solteiro;garciaaurora@example.com;61 7185-2323;Teixeira;MG;Ford;Ka Sedan;2021;Vermelho;70634.01;2022-03-19;Financiamento
571;Ana Lívia Garcia;62;360.281.754-71;Feminino;Divorciado;umarques@example.com;+55 21 1633 8488;da Paz do Amparo;PB;Volskwagen;Voyage;2014;Branco;100770.32;2023-09-08;À vista
572;André Rezende;39;943.285.017-04;Masculino;Viúvo;diasdaniel@example.org;+55 21 8625 7043;Teixeira de Minas;RJ;Peugeot;3008;2015;Cinza;165313.37;2020-10-22;Financiamento
573;João Lucas Pires;35;754.091.326-61;Masculino;Solteiro;isabellacamargo@example.org;+55 (084) 1203-2140;Duarte das Flores;PI;Honda;CR-V;2020;Cinza;203359.57;2024-11-30;Consórcio
574;Rodrigo Rodrigues;28;152.609.834-24;Masculino;Viúvo;portobenjamin@example.org;61 1730 4806;Moura;SC;Toyota;Hilux;2021;Vermelho;239441.15;2022-02-22;À vista
575;Bryan Fernandes;19;459.217.086-58;Masculino;Casado;azevedovicente@example.org;+55 51 4985 9448;Barros;RN;Citroen;C4 Grand Picasso;2023;Preto;172087.72;2018-04-07;À vista
576;Vitor Gabriel Dias;48;612.859.734-37;Masculino;Viúvo;kpeixoto@example.net;+55 (051) 6486 9731;Andrade;AM;Volskwagen;Gol;2021;Branco;99246.01;2019-11-30;Financiamento
577;Heitor Alves;67;691.075.832-30;Masculino;Solteiro;alicesiqueira@example.com;0900 187 6562;Andrade de Gonçalves;AP;Honda;City;2022;Preto;167931.4;2022-09-09;À vista
578;Allana Azevedo;50;304.156.287-17;Feminino;Divorciado;das-nevesmaria-sophia@example.org;(031) 7315 1054;Almeida;CE;Ford;Ka;2019;Vermelho;228695.52;2021-05-15;Financiamento
579;Marina Correia;20;734.926.580-83;Feminino;Viúvo;otaviomontenegro@example.com;71 4406-7408;Freitas de Nascimento;AC;Peugeot;308;2014;Vermelho;237309.55;2022-05-14;Financiamento
580;Vitor Guerra;56;894.702.135-05;Masculino;Solteiro;maria-claraporto@example.net;0800 713 7184;Cavalcante Paulista;PA;Volskwagen;Up;2020;Cinza;136254.79;2018-07-27;À vista
581;Pietra Barros;56;158.926.743-55;Feminino;Divorciado;meloeloah@example.com;(051) 5965 3925;Ramos;SE;Citroen;C4 Grand Picasso;2021;Prata;246769.32;2021-07-11;Consórcio
582;Vitória Porto;50;513.427.906-34;Feminino;Divorciado;davi-miguelnogueira@example.net;+55 21 9496 4480;Cavalcante de Oliveira;RJ;Volskwagen;Amarok;2022;Cinza;62253.73;2017-12-06;Financiamento
583;Eloah Fonseca;21;952.067.143-99;Feminino;Viúvo;leonardorios@example.net;+55 (081) 6689-0143;Sampaio Paulista;SC;Peugeot;208;2013;Branco;107625.33;2017-06-12;Financiamento
584;Sabrina Guerra;26;346.107.925-16;Feminino;Divorciado;silveiraeduardo@example.net;(031) 2818-3773;Pimenta;AL;Peugeot;2008;2015;Vermelho;232435.11;2021-06-13;À vista
585;Emilly Nogueira;46;196.570.824-20;Feminino;Viúvo;kevin43@example.net;+55 (081) 0189-5833;Silveira de Cardoso;RN;Chevrolet;Tracker;2019;Vermelho;68468.0;2019-10-17;Consórcio
586;Igor Barbosa;31;261.459.038-05;Masculino;Solteiro;scorreia@example.net;0900 222 2925;Pinto;RN;Honda;HR-V;2015;Branco;115848.12;2019-12-26;Consórcio
587;Renan Gonçalves;51;780.493.215-41;Masculino;Casado;afogaca@example.com;0300 137 7749;Silveira de Goiás;RO;Toyota;Yaris;2020;Cinza;241474.89;2022-06-01;À vista
588;Juliana Almeida;56;926.185.704-30;Feminino;Casado;sarahda-rocha@example.com;+55 51 3435 3390;Machado da Prata;MA;Fiat;Fiorino;2014;Branco;183574.98;2017-11-20;À vista
589;Larissa da Rosa;35;795.462.310-61;Feminino;Casado;olivia80@example.com;+55 84 7434-6689;Silveira;CE;Ford;Ka Sedan;2020;Cinza;240378.5;2023-10-14;Financiamento
590;Rafael Lopes;65;241.936.085-06;Masculino;Viúvo;raulfogaca@example.com;+55 (021) 3367 2558;Montenegro;PE;Peugeot;2008;2019;Branco;105760.13;2024-11-15;À vista
591;Hellena Fonseca;48;109.473.258-32;Feminino;Casado;rsilva@example.org;0900-922-6317;Pereira;MT;Honda;Fit;2016;Branco;127913.3;2023-06-12;Consórcio
592;Sabrina Ramos;53;284.539.107-23;Feminino;Solteiro;melojade@example.org;+55 (021) 8330 5870;Rocha;TO;Ford;Territory;2021;Cinza;246952.89;2021-11-17;À vista
593;Diogo Alves;37;532.740.619-99;Masculino;Viúvo;da-mataanthony-gabriel@example.org;+55 (031) 1878-6889;Sá;ES;Chevrolet;Onix;2023;Azul;170515.9;2017-06-02;Financiamento
594;Raquel Ferreira;28;459.781.603-84;Feminino;Solteiro;ncaldeira@example.net;+55 61 5173-9500;Rocha Verde;AM;Toyota;Corolla Cross;2016;Branco;174307.39;2019-08-07;Financiamento
595;Maria Júlia Azevedo;62;361.497.085-00;Feminino;Solteiro;luizaaparecida@example.com;+55 (084) 4079 3367;Silveira de Camargo;ES;Honda;Civic;2014;Verde;140644.18;2020-08-06;Consórcio
596;Ana Carolina Macedo;21;520.374.619-25;Feminino;Solteiro;xgomes@example.org;(031) 4716-4452;Duarte;MS;Ford;Ka Sedan;2021;Prata;141654.63;2020-11-22;Financiamento
597;Gael Correia;61;267.345.918-91;Masculino;Solteiro;laispereira@example.com;51 3754 7366;da Luz do Amparo;PB;Peugeot;308;2016;Vermelho;236086.88;2021-09-07;Leasing
598;Isabela Cardoso;28;170.689.352-30;Feminino;Divorciado;xfogaca@example.com;0300-584-9948;Viana;RO;Ford;Ecosport;2022;Cinza;122855.48;2025-03-30;Consórcio
599;Oliver Ferreira;34;496.217.503-34;Masculino;Divorciado;isadora83@example.org;+55 61 6247 9054;Vargas da Prata;RO;Hyundai;HB20;2013;Verde;247761.89;2020-07-20;Consórcio
600;Maria Clara Albuquerque;21;248.573.610-35;Feminino;Solteiro;yago02@example.net;+55 11 4506 1821;Porto da Prata;PA;Fiat;500e;2017;Branco;105509.89;2017-11-16;À vista
601;Lorena Albuquerque;29;274.016.953-16;Feminino;Divorciado;heloisamacedo@example.net;21 0419 1400;Rodrigues de Minas;DF;Peugeot;3008;2017;Verde;169352.53;2021-05-25;Financiamento
602;Anna Liz Vasconcelos;26;671.428.395-46;Feminino;Divorciado;pedro-lucasbarbosa@example.org;(031) 3476-9757;Pinto da Serra;MA;Fiat;Pulse;2015;Preto;175626.61;2017-09-05;Financiamento
603;Melina Machado;28;497.621.850-30;Feminino;Casado;vitorgoncalves@example.com;+55 21 2196 9196;Novais da Praia;SC;Peugeot;208;2019;Preto;124014.97;2021-12-12;À vista
604;Enzo Gabriel Pinto;46;826.479.301-04;Masculino;Divorciado;zoe25@example.net;71 8348-2344;Carvalho de Nascimento;RS;Fiat;Cronos;2022;Preto;138133.36;2024-07-16;Consórcio
605;Amanda Moura;62;350.821.746-90;Feminino;Casado;luiz-gustavofonseca@example.org;+55 11 6233-7670;Ramos;RS;Ford;Territory;2014;Vermelho;146561.56;2023-02-09;Financiamento
606;Maria Liz Guerra;57;073.291.486-87;Feminino;Casado;sophielima@example.net;0800-333-3320;Dias;CE;Peugeot;Partner;2013;Preto;175413.81;2021-11-29;Financiamento
607;Thales Ramos;19;918.753.624-28;Masculino;Divorciado;liz68@example.com;+55 51 8654 3281;Ribeiro;MT;Ford;Ka;2019;Branco;212782.49;2020-01-25;Financiamento
608;Felipe Peixoto;52;871.465.203-07;Masculino;Solteiro;luaraviana@example.com;+55 21 2967 6444;Gonçalves das Pedras;MG;Chevrolet;Onix;2015;Preto;225397.07;2022-09-27;Financiamento
609;Henrique Garcia;68;365.120.489-89;Masculino;Solteiro;azevedogael@example.net;(011) 8937-4365;Novaes;MA;Fiat;Fastback;2015;Preto;111096.64;2019-07-07;À vista
610;Emilly Campos;51;714.205.368-26;Feminino;Casado;joao-lucas87@example.org;+55 (011) 3793-7532;Sales;SP;Fiat;Fiorino;2017;Preto;54300.17;2022-01-05;À vista
611;Luara Brito;64;489.206.573-00;Feminino;Solteiro;da-motamarcelo@example.com;51 4084 4686;Araújo de Aparecida;PB;Ford;Ka;2015;Branco;78007.28;2023-11-05;À vista
612;Guilherme Cardoso;65;096.318.457-10;Masculino;Casado;matheusbrito@example.org;+55 41 7061-8128;Aparecida;AL;Ford;Ecosport;2023;Preto;31129.1;2019-07-20;Consórcio
613;Isabel Ferreira;69;907.348.261-50;Feminino;Casado;pedro-henriqueporto@example.com;(031) 3954 9882;Albuquerque de Carvalho;CE;Honda;Fit;2013;Preto;241510.79;2017-12-11;Consórcio
614;Ana Julia Camargo;26;531.924.087-23;Feminino;Solteiro;barrosmarcos-vinicius@example.com;(061) 9799-8707;Duarte da Mata;AP;Honda;HR-V;2020;Branco;192577.56;2023-11-20;À vista
615;Clarice Vargas;35;596.047.128-02;Feminino;Solteiro;santosjose@example.net;81 1874 0607;Araújo;MT;Toyota;Corolla;2015;Vermelho;120807.45;2017-07-26;À vista
616;Vitória Cavalcanti;41;147.305.892-97;Feminino;Solteiro;nunesjoana@example.com;21 8797 1893;Nunes;AL;Volskwagen;T-Cross;2017;Branco;91831.87;2021-12-14;Consórcio
617;Isabela Cardoso;46;638.704.915-66;Feminino;Viúvo;liviaferreira@example.com;(011) 0245 9449;Sales de Aragão;ES;Peugeot;3008;2018;Branco;110592.36;2021-08-13;À vista
618;Davi Luiz Novais;27;314.965.027-52;Masculino;Casado;elisacamargo@example.net;+55 11 0469-6849;Cavalcanti;AM;Peugeot;308;2022;Cinza;143843.8;2017-05-24;À vista
619;Allana Azevedo;25;273.189.456-37;Feminino;Viúvo;lopesbarbara@example.org;(084) 9472 3803;Andrade;RN;Peugeot;208;2015;Prata;150711.56;2023-08-05;Consórcio
620;Luan Aparecida;45;485.312.069-60;Masculino;Casado;tandrade@example.org;(081) 6015-1533;Porto;AP;Fiat;Fastback;2020;Vermelho;122181.95;2018-04-03;Financiamento
621;Pietra Vieira;21;179.653.024-70;Feminino;Solteiro;alice85@example.net;+55 (081) 5738-3409;Correia;BA;Ford;Territory;2020;Prata;44004.08;2024-07-30;À vista
622;Kaique Vieira;27;156.032.789-86;Masculino;Casado;leandro50@example.net;41 8330-8092;Gonçalves;PI;Peugeot;3008;2021;Verde;162444.98;2019-10-28;Consórcio
623;Pietra da Luz;58;714.328.065-80;Feminino;Divorciado;ana-ceciliada-conceicao@example.net;+55 (051) 3541 7308;Moura;MA;Toyota;Etios;2021;Cinza;73415.41;2023-02-15;À vista
624;Ana Clara Gonçalves;66;058.749.213-97;Feminino;Solteiro;helenacostela@example.com;+55 61 6973 4373;Campos;RO;Ford;Ka;2014;Vermelho;155946.99;2023-04-25;Financiamento
625;Heloisa Cunha;22;169.475.802-85;Feminino;Casado;cardosoisabelly@example.net;+55 81 0600 5678;da Costa;RJ;Citroen;C4;2015;Cinza;160545.06;2024-02-09;Financiamento
626;Valentina Dias;33;280.614.397-78;Feminino;Solteiro;kcarvalho@example.com;+55 84 0977 4385;Lopes do Amparo;AC;Volskwagen;Gol;2013;Branco;222850.16;2024-04-25;Financiamento
627;Ana Clara Pastor;27;401.639.528-33;Feminino;Divorciado;amandanascimento@example.com;21 7063 1987;da Mata;PE;Peugeot;208;2013;Branco;63512.33;2022-01-04;À vista
628;Júlia Machado;33;249.751.803-32;Feminino;Solteiro;emendes@example.net;41 5539 0847;Ferreira;RN;Toyota;Camry;2022;Cinza;195464.54;2021-07-01;Consórcio
629;João Miguel Cavalcante;22;195.476.802-85;Masculino;Solteiro;sara12@example.com;+55 (041) 6962 6890;Araújo do Campo;MT;Hyundai;HB20S;2018;Cinza;144859.42;2023-09-05;À vista
630;Benicio Nogueira;62;906.743.825-10;Masculino;Solteiro;diassara@example.org;(021) 5178 6426;Castro Alegre;SE;Volskwagen;Voyage;2023;Vermelho;74390.35;2023-06-12;Consórcio
631;Ana Júlia Rocha;39;815.492.703-97;Feminino;Divorciado;evelyn44@example.com;(071) 3925 0365;da Mata das Flores;RJ;Toyota;Hilux;2016;Branco;120732.65;2021-03-01;Financiamento
632;Ana Cecília Macedo;39;469.013.872-96;Feminino;Casado;luizacassiano@example.org;(084) 7700 5993;Garcia do Norte;MT;Fiat;Fastback;2023;Cinza;237407.67;2023-07-23;Consórcio
633;Melina Mendes;49;592.710.346-43;Feminino;Viúvo;laismendonca@example.com;71 3838 6168;da Cruz;ES;Fiat;Strada;2014;Cinza;150029.08;2024-04-06;À vista
634;Emanuelly Fernandes;69;452.178.960-94;Feminino;Divorciado;calebe26@example.com;+55 (031) 1006 6974;Caldeira do Norte;AP;Ford;Territory;2023;Preto;77252.63;2025-02-16;Financiamento
635;Nicolas Oliveira;25;321.795.048-88;Masculino;Casado;qgoncalves@example.net;11 7023 9879;Costela;ES;Fiat;Strada;2013;Preto;200969.59;2025-01-21;Consórcio
636;Alexia da Cunha;50;026.895.134-98;Feminino;Casado;henrymoura@example.org;71 6371 3926;Aparecida;DF;Peugeot;208;2020;Branco;84658.83;2018-01-05;À vista
637;Eloá da Paz;21;640.832.579-38;Feminino;Casado;avieira@example.com;84 9922-7929;Pires Verde;MT;Toyota;Camry;2014;Cinza;134058.52;2022-07-10;Financiamento
638;Kevin Leão;18;493.857.126-91;Masculino;Viúvo;henry-gabriel20@example.org;+55 (031) 4681 7437;Rodrigues;RO;Toyota;Yaris;2015;Branco;122890.97;2020-10-23;Consórcio
639;Luiz Fernando Aparecida;48;634.258.719-19;Masculino;Casado;mendoncagabrielly@example.org;+55 (031) 1316-4556;Abreu;SE;Fiat;Toro;2014;Cinza;61717.41;2020-10-02;Financiamento
640;Lorena Rios;43;913.862.507-59;Feminino;Divorciado;qda-rocha@example.net;84 8052 3207;Cavalcanti;RJ;Fiat;500e;2021;Vermelho;248535.83;2023-08-24;Leasing
641;Eloah Costela;52;139.078.526-21;Feminino;Divorciado;frodrigues@example.org;(084) 4667-8880;Sá de da Rosa;PE;Volskwagen;Amarok;2020;Prata;198669.48;2020-12-14;Financiamento
